filename,timestamp,posixtime,latitude,longitude,elevation,gps_type,geometry
573_SubZero__163237.70_T1HR1H.dat,2022-01-08 16:32:46.740,1641659566.74,-71.609989,-8.4115649,99.38,4,POINT Z (-8.4115649 -71.609989 99.38)
574_SubZero__163256.70_T1HR1H.dat,2022-01-08 16:33:05.743,1641659585.743,-71.6099654,-8.4115505,98.69,2,POINT Z (-8.4115505 -71.6099654 98.69)
575_SubZero__163315.50_T1HR1H.dat,2022-01-08 16:33:24.545,1641659604.545,-71.6099554,-8.4115343,99.15,2,POINT Z (-8.4115343 -71.6099554 99.15)
576_SubZero__163334.20_T1HR1H.dat,2022-01-08 16:33:43.248,1641659623.248,-71.6099462,-8.4115186,99.57,1,POINT Z (-8.4115186 -71.6099462 99.57)
577_SubZero__163353_T1HR1H.dat,2022-01-08 16:34:02.046,1641659642.046,-71.6099348,-8.4115036,98.74,1,POINT Z (-8.4115036 -71.6099348 98.74)
578_SubZero__163412.40_T1HR1H.dat,2022-01-08 16:34:21.440,1641659661.44,-71.609923,-8.411485,98.66,1,POINT Z (-8.411485 -71.609923 98.66)
579_SubZero__163431.40_T1HR1H.dat,2022-01-08 16:34:40.446,1641659680.446,-71.6099114,-8.4114643,98.77,1,POINT Z (-8.4114643 -71.6099114 98.77)
580_SubZero__163450.20_T1HR1H.dat,2022-01-08 16:34:59.237,1641659699.237,-71.6099016,-8.4114536,98.83,1,POINT Z (-8.4114536 -71.6099016 98.83)
581_SubZero__163508.90_T1HR1H.dat,2022-01-08 16:35:17.951,1641659717.951,-71.6098901,-8.4114372,98.57,1,POINT Z (-8.4114372 -71.6098901 98.57)
582_SubZero__163527.70_T1HR1H.dat,2022-01-08 16:35:36.747,1641659736.747,-71.6098802,-8.4114201,98.65,1,POINT Z (-8.4114201 -71.6098802 98.65)
583_SubZero__163546.70_T1HR1H.dat,2022-01-08 16:35:55.735,1641659755.735,-71.6098711,-8.4114072,98.87,1,POINT Z (-8.4114072 -71.6098711 98.87)
584_SubZero__163606.10_T1HR1H.dat,2022-01-08 16:36:15.152,1641659775.152,-71.609862,-8.4113901,98.98,1,POINT Z (-8.4113901 -71.609862 98.98)
585_SubZero__163625.10_T1HR1H.dat,2022-01-08 16:36:34.150,1641659794.15,-71.6098535,-8.411377,99.13,1,POINT Z (-8.411377 -71.6098535 99.13)
586_SubZero__163643.80_T1HR1H.dat,2022-01-08 16:36:52.847,1641659812.847,-71.6098447,-8.4113674,99.2,1,POINT Z (-8.4113674 -71.6098447 99.2)
587_SubZero__163702.50_T1HR1H.dat,2022-01-08 16:37:11.548,1641659831.548,-71.6098353,-8.4113527,99.14,1,POINT Z (-8.4113527 -71.6098353 99.14)
588_SubZero__163721.20_T1HR1H.dat,2022-01-08 16:37:30.252,1641659850.252,-71.6098246,-8.4113349,99.03,1,POINT Z (-8.4113349 -71.6098246 99.03)
589_SubZero__163740.30_T1HR1H.dat,2022-01-08 16:37:49.351,1641659869.351,-71.6098335,-8.41133,99.43,4,POINT Z (-8.41133 -71.6098335 99.43)
590_SubZero__163800_T1HR1H.dat,2022-01-08 16:38:09.052,1641659889.052,-71.6098102,-8.4113184,99.41,2,POINT Z (-8.4113184 -71.6098102 99.41)
591_SubZero__163819.40_T1HR1H.dat,2022-01-08 16:38:28.448,1641659908.448,-71.6098109,-8.4112957,99.4,4,POINT Z (-8.4112957 -71.6098109 99.4)
592_SubZero__163838.50_T1HR1H.dat,2022-01-08 16:38:47.549,1641659927.549,-71.6098014,-8.4112819,99.42,4,POINT Z (-8.4112819 -71.6098014 99.42)
593_SubZero__163854.20_T1HR1H.dat,2022-01-08 16:39:03.256,1641659943.256,-71.6098009,-8.4112808,99.39,4,POINT Z (-8.4112808 -71.6098009 99.39)
594_SubZero__163913.10_T1HR1H.dat,2022-01-08 16:39:22.156,1641659962.156,-71.6097925,-8.4112683,99.42,4,POINT Z (-8.4112683 -71.6097925 99.42)
595_SubZero__163932.20_T1HR1H.dat,2022-01-08 16:39:41.260,1641659981.26,-71.6097707,-8.4112565,99.21,2,POINT Z (-8.4112565 -71.6097707 99.21)
596_SubZero__163951.60_T1HR1H.dat,2022-01-08 16:40:00.648,1641660000.648,-71.6097554,-8.4112309,99.08,1,POINT Z (-8.4112309 -71.6097554 99.08)
597_SubZero__164010.30_T1HR1H.dat,2022-01-08 16:40:19.356,1641660019.356,-71.6097443,-8.4112169,99.01,1,POINT Z (-8.4112169 -71.6097443 99.01)
598_SubZero__164029.30_T1HR1H.dat,2022-01-08 16:40:38.352,1641660038.352,-71.6097344,-8.4112028,99.09,1,POINT Z (-8.4112028 -71.6097344 99.09)
599_SubZero__164048.10_T1HR1H.dat,2022-01-08 16:40:57.161,1641660057.161,-71.6097431,-8.4111956,99.32,4,POINT Z (-8.4111956 -71.6097431 99.32)
600_SubZero__164107.50_T1HR1H.dat,2022-01-08 16:41:16.545,1641660076.545,-71.6097346,-8.4111812,99.31,4,POINT Z (-8.4111812 -71.6097346 99.31)
601_SubZero__164126.80_T1HR1H.dat,2022-01-08 16:41:35.847,1641660095.847,-71.6097115,-8.4111647,98.84,2,POINT Z (-8.4111647 -71.6097115 98.84)
602_SubZero__164145.80_T1HR1H.dat,2022-01-08 16:41:54.852,1641660114.852,-71.6097028,-8.4111495,99.17,2,POINT Z (-8.4111495 -71.6097028 99.17)
603_SubZero__164204.90_T1HR1H.dat,2022-01-08 16:42:13.956,1641660133.956,-71.6097068,-8.4111399,99.38,4,POINT Z (-8.4111399 -71.6097068 99.38)
604_SubZero__164224_T1HR1H.dat,2022-01-08 16:42:33.056,1641660153.056,-71.6096785,-8.4111167,99.2,1,POINT Z (-8.4111167 -71.6096785 99.2)
605_SubZero__164242.80_T1HR1H.dat,2022-01-08 16:42:51.856,1641660171.856,-71.6096676,-8.4110998,98.97,1,POINT Z (-8.4110998 -71.6096676 98.97)
606_SubZero__164301.80_T1HR1H.dat,2022-01-08 16:43:10.852,1641660190.852,-71.6096568,-8.4110854,98.97,1,POINT Z (-8.4110854 -71.6096568 98.97)
607_SubZero__164320.80_T1HR1H.dat,2022-01-08 16:43:29.860,1641660209.86,-71.6096468,-8.4110705,99.11,1,POINT Z (-8.4110705 -71.6096468 99.11)
608_SubZero__164340.20_T1HR1H.dat,2022-01-08 16:43:49.266,1641660229.266,-71.6096352,-8.4110523,99.09,1,POINT Z (-8.4110523 -71.6096352 99.09)
609_SubZero__164359.20_T1HR1H.dat,2022-01-08 16:44:08.260,1641660248.26,-71.6096241,-8.4110346,99.13,1,POINT Z (-8.4110346 -71.6096241 99.13)
610_SubZero__164418.30_T1HR1H.dat,2022-01-08 16:44:27.365,1641660267.365,-71.6096139,-8.4110188,99.18,1,POINT Z (-8.4110188 -71.6096139 99.18)
611_SubZero__164437.20_T1HR1H.dat,2022-01-08 16:44:46.259,1641660286.259,-71.6096041,-8.4110031,99.09,1,POINT Z (-8.4110031 -71.6096041 99.09)
612_SubZero__164456.40_T1HR1H.dat,2022-01-08 16:45:05.460,1641660305.46,-71.6095939,-8.4109848,99.11,1,POINT Z (-8.4109848 -71.6095939 99.11)
613_SubZero__164515.70_T1HR1H.dat,2022-01-08 16:45:24.756,1641660324.756,-71.6095865,-8.4109712,99.02,1,POINT Z (-8.4109712 -71.6095865 99.02)
614_SubZero__164534.70_T1HR1H.dat,2022-01-08 16:45:43.760,1641660343.76,-71.6095748,-8.4109569,98.83,1,POINT Z (-8.4109569 -71.6095748 98.83)
615_SubZero__164553.20_T1HR1H.dat,2022-01-08 16:46:02.264,1641660362.264,-71.6095679,-8.4109482,98.84,1,POINT Z (-8.4109482 -71.6095679 98.84)
616_SubZero__164611.80_T1HR1H.dat,2022-01-08 16:46:20.851,1641660380.851,-71.6095607,-8.4109378,98.59,1,POINT Z (-8.4109378 -71.6095607 98.59)
617_SubZero__164630.90_T1HR1H.dat,2022-01-08 16:46:39.966,1641660399.966,-71.6095492,-8.4109142,98.5,1,POINT Z (-8.4109142 -71.6095492 98.5)
618_SubZero__164650_T1HR1H.dat,2022-01-08 16:46:59.065,1641660419.065,-71.6095406,-8.4109058,98.66,1,POINT Z (-8.4109058 -71.6095406 98.66)
619_SubZero__164708.60_T1HR1H.dat,2022-01-08 16:47:17.660,1641660437.66,-71.609532,-8.4108946,98.79,1,POINT Z (-8.4108946 -71.609532 98.79)
620_SubZero__164727.10_T1HR1H.dat,2022-01-08 16:47:36.176,1641660456.176,-71.6095217,-8.4108784,98.75,1,POINT Z (-8.4108784 -71.6095217 98.75)
621_SubZero__164745.60_T1HR1H.dat,2022-01-08 16:47:54.658,1641660474.658,-71.6095107,-8.4108605,98.61,1,POINT Z (-8.4108605 -71.6095107 98.61)
622_SubZero__164804.40_T1HR1H.dat,2022-01-08 16:48:13.463,1641660493.463,-71.6095206,-8.4108601,99.28,4,POINT Z (-8.4108601 -71.6095206 99.28)
623_SubZero__164823.20_T1HR1H.dat,2022-01-08 16:48:32.267,1641660512.267,-71.6094923,-8.410852,98.36,2,POINT Z (-8.410852 -71.6094923 98.36)
624_SubZero__164841.10_T1HR1H.dat,2022-01-08 16:48:50.168,1641660530.168,-71.6094866,-8.4108417,98.52,2,POINT Z (-8.4108417 -71.6094866 98.52)
625_SubZero__164859.60_T1HR1H.dat,2022-01-08 16:49:08.663,1641660548.663,-71.6094756,-8.4108282,98.86,2,POINT Z (-8.4108282 -71.6094756 98.86)
626_SubZero__164918.40_T1HR1H.dat,2022-01-08 16:49:27.466,1641660567.466,-71.6094651,-8.4107901,98.47,1,POINT Z (-8.4107901 -71.6094651 98.47)
627_SubZero__164937.50_T1HR1H.dat,2022-01-08 16:49:46.560,1641660586.56,-71.6094557,-8.4107748,98.45,1,POINT Z (-8.4107748 -71.6094557 98.45)
628_SubZero__164956.70_T1HR1H.dat,2022-01-08 16:50:05.765,1641660605.765,-71.6094466,-8.4107605,98.4,1,POINT Z (-8.4107605 -71.6094466 98.4)
629_SubZero__165015.90_T1HR1H.dat,2022-01-08 16:50:24.968,1641660624.968,-71.6094369,-8.4107462,98.4,1,POINT Z (-8.4107462 -71.6094369 98.4)
630_SubZero__165034.80_T1HR1H.dat,2022-01-08 16:50:43.864,1641660643.864,-71.6094275,-8.4107326,98.38,1,POINT Z (-8.4107326 -71.6094275 98.38)
631_SubZero__165053_T1HR1H.dat,2022-01-08 16:51:02.077,1641660662.077,-71.6094241,-8.4107268,98.47,1,POINT Z (-8.4107268 -71.6094241 98.47)
632_SubZero__171608.20_T1HR1H.dat,2022-01-08 17:16:17.276,1641662177.276,-71.6094251,-8.4107208,98.86,1,POINT Z (-8.4107208 -71.6094251 98.86)
633_SubZero__171627.40_T1HR1H.dat,2022-01-08 17:16:36.466,1641662196.466,-71.6094174,-8.4107069,98.74,1,POINT Z (-8.4107069 -71.6094174 98.74)
634_SubZero__171646.40_T1HR1H.dat,2022-01-08 17:16:55.469,1641662215.469,-71.6094088,-8.410692,98.69,1,POINT Z (-8.410692 -71.6094088 98.69)
635_SubZero__171705.30_T1HR1H.dat,2022-01-08 17:17:14.375,1641662234.375,-71.6093987,-8.4106773,98.62,1,POINT Z (-8.4106773 -71.6093987 98.62)
636_SubZero__171726.60_T1HR1H.dat,2022-01-08 17:17:35.667,1641662255.667,-71.6094077,-8.4106885,99.24,4,POINT Z (-8.4106885 -71.6094077 99.24)
637_SubZero__171745.40_T1HR1H.dat,2022-01-08 17:17:54.467,1641662274.467,-71.6093967,-8.4106776,96.6,2,POINT Z (-8.4106776 -71.6093967 96.6)
638_SubZero__171804.20_T1HR1H.dat,2022-01-08 17:18:13.275,1641662293.275,-71.6093883,-8.410667,96.49,2,POINT Z (-8.410667 -71.6093883 96.49)
639_SubZero__171821.90_T1HR1H.dat,2022-01-08 17:18:30.978,1641662310.978,-71.6093724,-8.4106485,97.28,1,POINT Z (-8.4106485 -71.6093724 97.28)
640_SubZero__171840.40_T1HR1H.dat,2022-01-08 17:18:49.466,1641662329.466,-71.6093778,-8.4106472,99.37,4,POINT Z (-8.4106472 -71.6093778 99.37)
641_SubZero__171858.90_T1HR1H.dat,2022-01-08 17:19:07.972,1641662347.972,-71.6093683,-8.4106328,99.33,4,POINT Z (-8.4106328 -71.6093683 99.33)
642_SubZero__171917.60_T1HR1H.dat,2022-01-08 17:19:26.671,1641662366.671,-71.6093588,-8.4106187,99.33,4,POINT Z (-8.4106187 -71.6093588 99.33)
643_SubZero__171935.60_T1HR1H.dat,2022-01-08 17:19:44.671,1641662384.671,-71.6093485,-8.4106148,96.75,2,POINT Z (-8.4106148 -71.6093485 96.75)
644_SubZero__171954.50_T1HR1H.dat,2022-01-08 17:20:03.569,1641662403.569,-71.6093405,-8.4105911,99.24,4,POINT Z (-8.4105911 -71.6093405 99.24)
645_SubZero__172013_T1HR1H.dat,2022-01-08 17:20:22.077,1641662422.077,-71.6093306,-8.410577,99.25,4,POINT Z (-8.410577 -71.6093306 99.25)
646_SubZero__172031.70_T1HR1H.dat,2022-01-08 17:20:40.774,1641662440.774,-71.609316,-8.4105704,95.95,2,POINT Z (-8.4105704 -71.609316 95.95)
647_SubZero__172050.40_T1HR1H.dat,2022-01-08 17:20:59.472,1641662459.472,-71.6093121,-8.4105494,99.25,4,POINT Z (-8.4105494 -71.6093121 99.25)
648_SubZero__172107.90_T1HR1H.dat,2022-01-08 17:21:16.980,1641662476.98,-71.6093016,-8.4105506,96.43,2,POINT Z (-8.4105506 -71.6093016 96.43)
649_SubZero__172126.50_T1HR1H.dat,2022-01-08 17:21:35.574,1641662495.574,-71.6093004,-8.4105356,99.21,4,POINT Z (-8.4105356 -71.6093004 99.21)
650_SubZero__172145.40_T1HR1H.dat,2022-01-08 17:21:54.475,1641662514.475,-71.6092846,-8.4105254,95.93,2,POINT Z (-8.4105254 -71.6092846 95.93)
651_SubZero__172204.40_T1HR1H.dat,2022-01-08 17:22:13.476,1641662533.476,-71.6092815,-8.4105083,99.16,4,POINT Z (-8.4105083 -71.6092815 99.16)
652_SubZero__172223.90_T1HR1H.dat,2022-01-08 17:22:32.981,1641662552.981,-71.6092733,-8.4104923,99.14,4,POINT Z (-8.4104923 -71.6092733 99.14)
653_SubZero__172242.70_T1HR1H.dat,2022-01-08 17:22:51.776,1641662571.776,-71.6092643,-8.4104796,99.19,4,POINT Z (-8.4104796 -71.6092643 99.19)
654_SubZero__172301.50_T1HR1H.dat,2022-01-08 17:23:10.572,1641662590.572,-71.6092546,-8.4104663,99.17,4,POINT Z (-8.4104663 -71.6092546 99.17)
655_SubZero__172320.20_T1HR1H.dat,2022-01-08 17:23:29.277,1641662609.277,-71.6092453,-8.4104535,99.18,4,POINT Z (-8.4104535 -71.6092453 99.18)
656_SubZero__172339.10_T1HR1H.dat,2022-01-08 17:23:48.185,1641662628.185,-71.609235,-8.4104345,99.12,4,POINT Z (-8.4104345 -71.609235 99.12)
657_SubZero__172358.20_T1HR1H.dat,2022-01-08 17:24:07.276,1641662647.276,-71.6092259,-8.4104198,99.09,4,POINT Z (-8.4104198 -71.6092259 99.09)
658_SubZero__172417.10_T1HR1H.dat,2022-01-08 17:24:26.188,1641662666.188,-71.609209,-8.4104058,96.81,2,POINT Z (-8.4104058 -71.609209 96.81)
659_SubZero__172436.10_T1HR1H.dat,2022-01-08 17:24:45.184,1641662685.184,-71.6092071,-8.4103925,99.13,4,POINT Z (-8.4103925 -71.6092071 99.13)
660_SubZero__172454.80_T1HR1H.dat,2022-01-08 17:25:03.870,1641662703.87,-71.609198,-8.4103794,99.12,4,POINT Z (-8.4103794 -71.609198 99.12)
661_SubZero__172513.40_T1HR1H.dat,2022-01-08 17:25:22.469,1641662722.469,-71.6091878,-8.4103651,99.09,4,POINT Z (-8.4103651 -71.6091878 99.09)
662_SubZero__172532.30_T1HR1H.dat,2022-01-08 17:25:41.383,1641662741.383,-71.6091777,-8.4103505,99.09,4,POINT Z (-8.4103505 -71.6091777 99.09)
663_SubZero__172551.50_T1HR1H.dat,2022-01-08 17:26:00.581,1641662760.581,-71.609168,-8.4103366,99.14,4,POINT Z (-8.4103366 -71.609168 99.14)
664_SubZero__172610.80_T1HR1H.dat,2022-01-08 17:26:19.882,1641662779.882,-71.6091538,-8.4103281,96.87,2,POINT Z (-8.4103281 -71.6091538 96.87)
665_SubZero__172630.20_T1HR1H.dat,2022-01-08 17:26:39.289,1641662799.289,-71.6091501,-8.4103093,99.19,4,POINT Z (-8.4103093 -71.6091501 99.19)
666_SubZero__172649.30_T1HR1H.dat,2022-01-08 17:26:58.382,1641662818.382,-71.6091326,-8.4103084,96.65,2,POINT Z (-8.4103084 -71.6091326 96.65)
667_SubZero__172708.20_T1HR1H.dat,2022-01-08 17:27:17.278,1641662837.278,-71.6091323,-8.4102857,99.27,4,POINT Z (-8.4102857 -71.6091323 99.27)
668_SubZero__172727_T1HR1H.dat,2022-01-08 17:27:36.089,1641662856.089,-71.6091224,-8.4102712,99.29,4,POINT Z (-8.4102712 -71.6091224 99.29)
669_SubZero__172746_T1HR1H.dat,2022-01-08 17:27:55.087,1641662875.087,-71.6091121,-8.4102566,99.32,4,POINT Z (-8.4102566 -71.6091121 99.32)
670_SubZero__172804.90_T1HR1H.dat,2022-01-08 17:28:13.989,1641662893.989,-71.6091022,-8.4102429,99.32,4,POINT Z (-8.4102429 -71.6091022 99.32)
671_SubZero__172823.70_T1HR1H.dat,2022-01-08 17:28:32.785,1641662912.785,-71.6090925,-8.410229,99.32,4,POINT Z (-8.410229 -71.6090925 99.32)
672_SubZero__172841.60_T1HR1H.dat,2022-01-08 17:28:50.682,1641662930.682,-71.6090824,-8.4102354,96.42,2,POINT Z (-8.4102354 -71.6090824 96.42)
673_SubZero__172900.60_T1HR1H.dat,2022-01-08 17:29:09.683,1641662949.683,-71.6090778,-8.4102084,99.31,4,POINT Z (-8.4102084 -71.6090778 99.31)
674_SubZero__172919.20_T1HR1H.dat,2022-01-08 17:29:28.290,1641662968.29,-71.6090597,-8.4102033,96.21,2,POINT Z (-8.4102033 -71.6090597 96.21)
675_SubZero__172937.90_T1HR1H.dat,2022-01-08 17:29:46.988,1641662986.988,-71.6090489,-8.4101896,96.25,2,POINT Z (-8.4101896 -71.6090489 96.25)
676_SubZero__172956.80_T1HR1H.dat,2022-01-08 17:30:05.891,1641663005.891,-71.609049,-8.4101659,99.28,4,POINT Z (-8.4101659 -71.609049 99.28)
677_SubZero__173015.70_T1HR1H.dat,2022-01-08 17:30:24.787,1641663024.787,-71.6090392,-8.4101508,99.27,4,POINT Z (-8.4101508 -71.6090392 99.27)
678_SubZero__173034.40_T1HR1H.dat,2022-01-08 17:30:43.489,1641663043.489,-71.6090294,-8.4101366,99.28,4,POINT Z (-8.4101366 -71.6090294 99.28)
679_SubZero__173052.40_T1HR1H.dat,2022-01-08 17:31:01.489,1641663061.489,-71.6090237,-8.410129,99.29,4,POINT Z (-8.410129 -71.6090237 99.29)
1_SubZero__182656.10_T1HR1H.dat,2022-01-08 18:45:12.345,1641667512.345,-71.6126641,-8.4155945,99.77,4,POINT Z (-8.4155945 -71.6126641 99.77)
