filename,timestamp,NChirps,NAttenuators,SubBurstsInBurst,RF\_Attenuator,AF\_Gain,fc,B,T,fs,Temperature\_1,Temperature\_2,BatteryVoltage
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/441\_SubZero\_\_151123.90\_T1HR1H.dat,2022-01-08 15:11:29,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/442\_SubZero\_\_151143.10\_T1HR1H.dat,2022-01-08 15:11:49,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/443\_SubZero\_\_151202.30\_T1HR1H.dat,2022-01-08 15:12:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.7422,12.1534
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/444\_SubZero\_\_151221.10\_T1HR1H.dat,2022-01-08 15:12:27,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1454
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/445\_SubZero\_\_151240.10\_T1HR1H.dat,2022-01-08 15:12:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.7422,12.1534
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/446\_SubZero\_\_151258.90\_T1HR1H.dat,2022-01-08 15:13:04,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/447\_SubZero\_\_151317.90\_T1HR1H.dat,2022-01-08 15:13:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1454
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/448\_SubZero\_\_151336.70\_T1HR1H.dat,2022-01-08 15:13:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/449\_SubZero\_\_151355.60\_T1HR1H.dat,2022-01-08 15:14:01,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/44\_SubZero\_\_125832.10\_T1HR1H.dat,2022-01-08 12:58:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.7422,12.3025
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/44\_SubZero\_\_183832.20\_T1HR1H.dat,2022-01-07 18:38:36,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,12.6406,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/450\_SubZero\_\_151414.30\_T1HR1H.dat,2022-01-08 15:14:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/451\_SubZero\_\_151433.50\_T1HR1H.dat,2022-01-08 15:14:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/452\_SubZero\_\_151452.80\_T1HR1H.dat,2022-01-08 15:14:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1454
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/453\_SubZero\_\_151511.90\_T1HR1H.dat,2022-01-08 15:15:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1454
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/454\_SubZero\_\_151530.60\_T1HR1H.dat,2022-01-08 15:15:36,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/455\_SubZero\_\_151549.50\_T1HR1H.dat,2022-01-08 15:15:55,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/456\_SubZero\_\_151606.10\_T1HR1H.dat,2022-01-08 15:16:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/457\_SubZero\_\_151622.40\_T1HR1H.dat,2022-01-08 15:16:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/458\_SubZero\_\_151641.50\_T1HR1H.dat,2022-01-08 15:16:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/459\_SubZero\_\_151700.40\_T1HR1H.dat,2022-01-08 15:17:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/45\_SubZero\_\_125851.40\_T1HR1H.dat,2022-01-08 12:58:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.1328,12.3025
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/45\_SubZero\_\_183851.80\_T1HR1H.dat,2022-01-07 18:38:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,12.4453,12.1978
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/460\_SubZero\_\_151719.90\_T1HR1H.dat,2022-01-08 15:17:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/461\_SubZero\_\_151740.10\_T1HR1H.dat,2022-01-08 15:17:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.3281,12.1454
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/462\_SubZero\_\_151759.60\_T1HR1H.dat,2022-01-08 15:18:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,38.2656,12.1494
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/463\_SubZero\_\_151818.70\_T1HR1H.dat,2022-01-08 15:18:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/464\_SubZero\_\_151837.60\_T1HR1H.dat,2022-01-08 15:18:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/465\_SubZero\_\_151856.60\_T1HR1H.dat,2022-01-08 15:19:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/466\_SubZero\_\_151915.30\_T1HR1H.dat,2022-01-08 15:19:21,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.8672,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/467\_SubZero\_\_151934.20\_T1HR1H.dat,2022-01-08 15:19:40,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1373
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/468\_SubZero\_\_151953.30\_T1HR1H.dat,2022-01-08 15:19:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/469\_SubZero\_\_152012.50\_T1HR1H.dat,2022-01-08 15:20:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,38.2656,12.1373
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/46\_SubZero\_\_125910.80\_T1HR1H.dat,2022-01-08 12:59:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.5469,12.2985
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/46\_SubZero\_\_183911.30\_T1HR1H.dat,2022-01-07 18:39:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,9.5078,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/470\_SubZero\_\_152031.30\_T1HR1H.dat,2022-01-08 15:20:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,38.2656,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/471\_SubZero\_\_152050\_T1HR1H.dat,2022-01-08 15:20:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,38.2656,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/472\_SubZero\_\_152109.20\_T1HR1H.dat,2022-01-08 15:21:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/473\_SubZero\_\_152127.90\_T1HR1H.dat,2022-01-08 15:21:33,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.4766,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/474\_SubZero\_\_152146.20\_T1HR1H.dat,2022-01-08 15:21:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.4766,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/475\_SubZero\_\_152204.90\_T1HR1H.dat,2022-01-08 15:22:10,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/476\_SubZero\_\_152223.20\_T1HR1H.dat,2022-01-08 15:22:29,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/477\_SubZero\_\_152242.20\_T1HR1H.dat,2022-01-08 15:22:48,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/478\_SubZero\_\_152301.10\_T1HR1H.dat,2022-01-08 15:23:07,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/479\_SubZero\_\_152321.20\_T1HR1H.dat,2022-01-08 15:23:27,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/47\_SubZero\_\_125929.80\_T1HR1H.dat,2022-01-08 12:59:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.3281,12.3065
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/47\_SubZero\_\_183931\_T1HR1H.dat,2022-01-07 18:39:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,10.875,12.1978
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/480\_SubZero\_\_152340.10\_T1HR1H.dat,2022-01-08 15:23:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/481\_SubZero\_\_152359\_T1HR1H.dat,2022-01-08 15:24:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.2813,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/482\_SubZero\_\_152418.50\_T1HR1H.dat,2022-01-08 15:24:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/483\_SubZero\_\_152437.70\_T1HR1H.dat,2022-01-08 15:24:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/484\_SubZero\_\_152456.10\_T1HR1H.dat,2022-01-08 15:25:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/485\_SubZero\_\_152515.50\_T1HR1H.dat,2022-01-08 15:25:21,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/486\_SubZero\_\_152535.90\_T1HR1H.dat,2022-01-08 15:25:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.1414
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/487\_SubZero\_\_152554.20\_T1HR1H.dat,2022-01-08 15:26:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/488\_SubZero\_\_152612.90\_T1HR1H.dat,2022-01-08 15:26:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1373
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/489\_SubZero\_\_152629.10\_T1HR1H.dat,2022-01-08 15:26:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/48\_SubZero\_\_125948.70\_T1HR1H.dat,2022-01-08 12:59:53,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.3281,12.3025
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/48\_SubZero\_\_183949.80\_T1HR1H.dat,2022-01-07 18:39:54,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.1797,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/490\_SubZero\_\_152647.70\_T1HR1H.dat,2022-01-08 15:26:53,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.4766,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/491\_SubZero\_\_152706.20\_T1HR1H.dat,2022-01-08 15:27:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.8672,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/492\_SubZero\_\_152724.60\_T1HR1H.dat,2022-01-08 15:27:30,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/493\_SubZero\_\_152743.40\_T1HR1H.dat,2022-01-08 15:27:49,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/494\_SubZero\_\_152801.90\_T1HR1H.dat,2022-01-08 15:28:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/495\_SubZero\_\_152820.70\_T1HR1H.dat,2022-01-08 15:28:26,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/496\_SubZero\_\_152839.40\_T1HR1H.dat,2022-01-08 15:28:45,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/497\_SubZero\_\_152859.40\_T1HR1H.dat,2022-01-08 15:29:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1373
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/498\_SubZero\_\_152917.20\_T1HR1H.dat,2022-01-08 15:29:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/499\_SubZero\_\_152935.80\_T1HR1H.dat,2022-01-08 15:29:41,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/49\_SubZero\_\_130007.50\_T1HR1H.dat,2022-01-08 13:00:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.3516,12.2985
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/49\_SubZero\_\_184008.50\_T1HR1H.dat,2022-01-07 18:40:13,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,8.5312,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/4\_SubZero\_\_124523.50\_T1HR1H.dat,2022-01-08 12:45:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.8984,12.3105
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/4\_SubZero\_\_155356.80\_T1HR1H.dat,2022-01-07 17:16:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,4.8125,12.3186
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/4\_SubZero\_\_182437.60\_T1HR1H.dat,2022-01-07 18:24:41,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,3.8359,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/500\_SubZero\_\_152954.20\_T1HR1H.dat,2022-01-08 15:30:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/501\_SubZero\_\_153012.90\_T1HR1H.dat,2022-01-08 15:30:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/502\_SubZero\_\_153031.60\_T1HR1H.dat,2022-01-08 15:30:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/503\_SubZero\_\_153050.60\_T1HR1H.dat,2022-01-08 15:30:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/504\_SubZero\_\_153109.20\_T1HR1H.dat,2022-01-08 15:31:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/505\_SubZero\_\_153127.90\_T1HR1H.dat,2022-01-08 15:31:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/506\_SubZero\_\_153146.80\_T1HR1H.dat,2022-01-08 15:31:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/507\_SubZero\_\_153205.50\_T1HR1H.dat,2022-01-08 15:32:11,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/508\_SubZero\_\_153224.20\_T1HR1H.dat,2022-01-08 15:32:30,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/509\_SubZero\_\_153243.20\_T1HR1H.dat,2022-01-08 15:32:49,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/50\_SubZero\_\_130026.10\_T1HR1H.dat,2022-01-08 13:00:31,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.7422,12.2985
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/50\_SubZero\_\_184027.50\_T1HR1H.dat,2022-01-07 18:40:32,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,7.3594,12.1978
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/510\_SubZero\_\_153301.70\_T1HR1H.dat,2022-01-08 15:33:07,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/511\_SubZero\_\_153320.70\_T1HR1H.dat,2022-01-08 15:33:26,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/512\_SubZero\_\_153339.60\_T1HR1H.dat,2022-01-08 15:33:45,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/513\_SubZero\_\_153358.20\_T1HR1H.dat,2022-01-08 15:34:04,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/514\_SubZero\_\_153417\_T1HR1H.dat,2022-01-08 15:34:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/515\_SubZero\_\_153435.80\_T1HR1H.dat,2022-01-08 15:34:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/516\_SubZero\_\_153454.40\_T1HR1H.dat,2022-01-08 15:35:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/517\_SubZero\_\_153513.40\_T1HR1H.dat,2022-01-08 15:35:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/518\_SubZero\_\_153532.20\_T1HR1H.dat,2022-01-08 15:35:38,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/519\_SubZero\_\_153551\_T1HR1H.dat,2022-01-08 15:35:57,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/51\_SubZero\_\_130045.10\_T1HR1H.dat,2022-01-08 13:00:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.7031,12.2985
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/51\_SubZero\_\_184046.80\_T1HR1H.dat,2022-01-07 18:40:51,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,6.7656,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/520\_SubZero\_\_153609.50\_T1HR1H.dat,2022-01-08 15:36:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/521\_SubZero\_\_153627.20\_T1HR1H.dat,2022-01-08 15:36:33,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/522\_SubZero\_\_153645.20\_T1HR1H.dat,2022-01-08 15:36:51,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/523\_SubZero\_\_153704.10\_T1HR1H.dat,2022-01-08 15:37:10,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/524\_SubZero\_\_153722.80\_T1HR1H.dat,2022-01-08 15:37:29,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/525\_SubZero\_\_153741.70\_T1HR1H.dat,2022-01-08 15:37:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/526\_SubZero\_\_153800.60\_T1HR1H.dat,2022-01-08 15:38:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/527\_SubZero\_\_153819.50\_T1HR1H.dat,2022-01-08 15:38:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/528\_SubZero\_\_153838.30\_T1HR1H.dat,2022-01-08 15:38:44,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/529\_SubZero\_\_153857.40\_T1HR1H.dat,2022-01-08 15:39:03,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/52\_SubZero\_\_130103.90\_T1HR1H.dat,2022-01-08 13:01:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.2891,12.3025
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/52\_SubZero\_\_184106.80\_T1HR1H.dat,2022-01-07 18:41:11,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,8.5312,12.1978
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/530\_SubZero\_\_153917.20\_T1HR1H.dat,2022-01-08 15:39:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/531\_SubZero\_\_153935.90\_T1HR1H.dat,2022-01-08 15:39:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/532\_SubZero\_\_153955\_T1HR1H.dat,2022-01-08 15:40:01,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/533\_SubZero\_\_154014\_T1HR1H.dat,2022-01-08 15:40:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.4766,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/534\_SubZero\_\_154033\_T1HR1H.dat,2022-01-08 15:40:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1252
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/535\_SubZero\_\_154051.80\_T1HR1H.dat,2022-01-08 15:40:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/536\_SubZero\_\_154110.70\_T1HR1H.dat,2022-01-08 15:41:16,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.0859,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/537\_SubZero\_\_154129.40\_T1HR1H.dat,2022-01-08 15:41:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1212
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/538\_SubZero\_\_154148.30\_T1HR1H.dat,2022-01-08 15:41:54,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/539\_SubZero\_\_154207.20\_T1HR1H.dat,2022-01-08 15:42:13,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.6719,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/53\_SubZero\_\_130122.90\_T1HR1H.dat,2022-01-08 13:01:27,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2985
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/53\_SubZero\_\_184125.50\_T1HR1H.dat,2022-01-07 18:41:30,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,14.2031,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/540\_SubZero\_\_154226\_T1HR1H.dat,2022-01-08 15:42:32,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/541\_SubZero\_\_154244.90\_T1HR1H.dat,2022-01-08 15:42:51,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1172
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/542\_SubZero\_\_154303.90\_T1HR1H.dat,2022-01-08 15:43:10,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1172
