filename,timestamp,NChirps,NAttenuators,SubBurstsInBurst,RF\_Attenuator,AF\_Gain,fc,B,T,fs,Temperature\_1,Temperature\_2,BatteryVoltage
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/270\_SubZero\_\_141431.30\_T1HR1H.dat,2022-01-08 14:14:36,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/271\_SubZero\_\_141450.20\_T1HR1H.dat,2022-01-08 14:14:55,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.3281,12.2219
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/272\_SubZero\_\_141509.40\_T1HR1H.dat,2022-01-08 14:15:14,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/273\_SubZero\_\_141528.10\_T1HR1H.dat,2022-01-08 14:15:33,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.2219
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/274\_SubZero\_\_141547.10\_T1HR1H.dat,2022-01-08 14:15:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.4766,12.2219
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/275\_SubZero\_\_141606.20\_T1HR1H.dat,2022-01-08 14:16:11,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/276\_SubZero\_\_141625.70\_T1HR1H.dat,2022-01-08 14:16:31,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/277\_SubZero\_\_141644.60\_T1HR1H.dat,2022-01-08 14:16:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/278\_SubZero\_\_141703.80\_T1HR1H.dat,2022-01-08 14:17:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,37.2813,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/279\_SubZero\_\_141722.70\_T1HR1H.dat,2022-01-08 14:17:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.2098
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/27\_SubZero\_\_125301.10\_T1HR1H.dat,2022-01-08 12:53:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,14.3984,12.3226
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/280\_SubZero\_\_141741.60\_T1HR1H.dat,2022-01-08 14:17:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/281\_SubZero\_\_141800.30\_T1HR1H.dat,2022-01-08 14:18:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2098
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/282\_SubZero\_\_141819.30\_T1HR1H.dat,2022-01-08 14:18:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.5469,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/283\_SubZero\_\_141838.30\_T1HR1H.dat,2022-01-08 14:18:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/284\_SubZero\_\_141857.40\_T1HR1H.dat,2022-01-08 14:19:03,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/285\_SubZero\_\_141916.40\_T1HR1H.dat,2022-01-08 14:19:22,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/286\_SubZero\_\_141935.30\_T1HR1H.dat,2022-01-08 14:19:40,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/287\_SubZero\_\_141954.40\_T1HR1H.dat,2022-01-08 14:20:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2179
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/288\_SubZero\_\_142017.80\_T1HR1H.dat,2022-01-08 14:20:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.23
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/289\_SubZero\_\_142037.50\_T1HR1H.dat,2022-01-08 14:20:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/28\_SubZero\_\_125320.20\_T1HR1H.dat,2022-01-08 12:53:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.1328,12.3105
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/290\_SubZero\_\_142056.20\_T1HR1H.dat,2022-01-08 14:21:01,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.7188,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/291\_SubZero\_\_142114.90\_T1HR1H.dat,2022-01-08 14:21:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.8906,12.2098
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/292\_SubZero\_\_142134.10\_T1HR1H.dat,2022-01-08 14:21:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2098
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/293\_SubZero\_\_142153\_T1HR1H.dat,2022-01-08 14:21:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/294\_SubZero\_\_142211.90\_T1HR1H.dat,2022-01-08 14:22:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.5469,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/295\_SubZero\_\_142231.70\_T1HR1H.dat,2022-01-08 14:22:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2139
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/296\_SubZero\_\_142250.20\_T1HR1H.dat,2022-01-08 14:22:55,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2018
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/297\_SubZero\_\_142309.70\_T1HR1H.dat,2022-01-08 14:23:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/298\_SubZero\_\_142329.10\_T1HR1H.dat,2022-01-08 14:23:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/299\_SubZero\_\_142348.40\_T1HR1H.dat,2022-01-08 14:23:54,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.9375,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/29\_SubZero\_\_125341.40\_T1HR1H.dat,2022-01-08 12:53:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.5313,12.3105
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/2\_SubZero\_\_124445.30\_T1HR1H.dat,2022-01-08 12:44:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.7266,12.3629
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/300\_SubZero\_\_142407.40\_T1HR1H.dat,2022-01-08 14:24:13,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.3281,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/301\_SubZero\_\_142426.50\_T1HR1H.dat,2022-01-08 14:24:32,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/302\_SubZero\_\_142445.30\_T1HR1H.dat,2022-01-08 14:24:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.6953,12.2018
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/303\_SubZero\_\_142504.60\_T1HR1H.dat,2022-01-08 14:25:10,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.1094,12.2098
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/304\_SubZero\_\_142523.70\_T1HR1H.dat,2022-01-08 14:25:29,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.1328,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/305\_SubZero\_\_142543.20\_T1HR1H.dat,2022-01-08 14:25:48,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.3516,12.2018
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/306\_SubZero\_\_142602.60\_T1HR1H.dat,2022-01-08 14:26:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.5,12.2018
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/307\_SubZero\_\_142622.10\_T1HR1H.dat,2022-01-08 14:26:27,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/308\_SubZero\_\_142641.60\_T1HR1H.dat,2022-01-08 14:26:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.2018
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/309\_SubZero\_\_142700.70\_T1HR1H.dat,2022-01-08 14:27:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.7188,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/30\_SubZero\_\_125400.90\_T1HR1H.dat,2022-01-08 12:54:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,19.2891,12.3065
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/310\_SubZero\_\_142720.30\_T1HR1H.dat,2022-01-08 14:27:26,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.1328,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/311\_SubZero\_\_142739.90\_T1HR1H.dat,2022-01-08 14:27:45,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.3281,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/312\_SubZero\_\_142759.40\_T1HR1H.dat,2022-01-08 14:28:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.7188,12.2058
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/313\_SubZero\_\_142818.30\_T1HR1H.dat,2022-01-08 14:28:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.3281,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/314\_SubZero\_\_142837.90\_T1HR1H.dat,2022-01-08 14:28:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.9141,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/315\_SubZero\_\_142857.80\_T1HR1H.dat,2022-01-08 14:29:03,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.2018
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/316\_SubZero\_\_142916.90\_T1HR1H.dat,2022-01-08 14:29:22,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.7188,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/317\_SubZero\_\_142935.80\_T1HR1H.dat,2022-01-08 14:29:41,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.5234,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/318\_SubZero\_\_142954.70\_T1HR1H.dat,2022-01-08 14:30:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.5469,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/319\_SubZero\_\_143013.30\_T1HR1H.dat,2022-01-08 14:30:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/31\_SubZero\_\_125420.30\_T1HR1H.dat,2022-01-08 12:54:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,19.6797,12.3105
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/320\_SubZero\_\_143032\_T1HR1H.dat,2022-01-08 14:30:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/321\_SubZero\_\_143051.50\_T1HR1H.dat,2022-01-08 14:30:57,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,35.7188,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/322\_SubZero\_\_143111\_T1HR1H.dat,2022-01-08 14:31:16,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.5469,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/323\_SubZero\_\_143129.70\_T1HR1H.dat,2022-01-08 14:31:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,36.3047,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/324\_SubZero\_\_143148.40\_T1HR1H.dat,2022-01-08 14:31:54,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.7422,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/325\_SubZero\_\_143207.20\_T1HR1H.dat,2022-01-08 14:32:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.9375,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/326\_SubZero\_\_143226.30\_T1HR1H.dat,2022-01-08 14:32:32,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.3516,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/327\_SubZero\_\_143245.10\_T1HR1H.dat,2022-01-08 14:32:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.1563,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/328\_SubZero\_\_143303.70\_T1HR1H.dat,2022-01-08 14:33:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.7656,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/329\_SubZero\_\_143322.60\_T1HR1H.dat,2022-01-08 14:33:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1978
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/32\_SubZero\_\_125440.40\_T1HR1H.dat,2022-01-08 12:54:45,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,20.8516,12.3146
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/330\_SubZero\_\_143341.50\_T1HR1H.dat,2022-01-08 14:33:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.5859,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/331\_SubZero\_\_143400.30\_T1HR1H.dat,2022-01-08 14:34:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.7891,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/332\_SubZero\_\_143419.40\_T1HR1H.dat,2022-01-08 14:34:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.7422,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/333\_SubZero\_\_143438.40\_T1HR1H.dat,2022-01-08 14:34:44,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.7891,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/334\_SubZero\_\_143457.70\_T1HR1H.dat,2022-01-08 14:35:03,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.1953,12.1937
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/335\_SubZero\_\_143516.70\_T1HR1H.dat,2022-01-08 14:35:22,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.9375,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/336\_SubZero\_\_143535.30\_T1HR1H.dat,2022-01-08 14:35:41,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/337\_SubZero\_\_143554.10\_T1HR1H.dat,2022-01-08 14:35:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.4609,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/338\_SubZero\_\_143612.80\_T1HR1H.dat,2022-01-08 14:36:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.375,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/339\_SubZero\_\_143631.50\_T1HR1H.dat,2022-01-08 14:36:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.3516,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/33\_SubZero\_\_125500\_T1HR1H.dat,2022-01-08 12:55:04,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,22.4141,12.3105
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/340\_SubZero\_\_143650.30\_T1HR1H.dat,2022-01-08 14:36:55,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.7422,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/341\_SubZero\_\_143709.10\_T1HR1H.dat,2022-01-08 14:37:14,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/342\_SubZero\_\_143728.30\_T1HR1H.dat,2022-01-08 14:37:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.5859,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/343\_SubZero\_\_143747.90\_T1HR1H.dat,2022-01-08 14:37:53,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/344\_SubZero\_\_143806.90\_T1HR1H.dat,2022-01-08 14:38:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.0469,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/345\_SubZero\_\_143825.50\_T1HR1H.dat,2022-01-08 14:38:31,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.8047,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/346\_SubZero\_\_143844.30\_T1HR1H.dat,2022-01-08 14:38:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.1797,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/347\_SubZero\_\_143903.10\_T1HR1H.dat,2022-01-08 14:39:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.1953,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/348\_SubZero\_\_143921.70\_T1HR1H.dat,2022-01-08 14:39:27,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.8047,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/349\_SubZero\_\_143940.50\_T1HR1H.dat,2022-01-08 14:39:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.5469,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/34\_SubZero\_\_125519.20\_T1HR1H.dat,2022-01-08 12:55:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.3516,12.3025
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/350\_SubZero\_\_143959.10\_T1HR1H.dat,2022-01-08 14:40:04,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.8047,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/351\_SubZero\_\_144018.10\_T1HR1H.dat,2022-01-08 14:40:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.7656,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/352\_SubZero\_\_144036.90\_T1HR1H.dat,2022-01-08 14:40:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/353\_SubZero\_\_144055.70\_T1HR1H.dat,2022-01-08 14:41:01,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.7656,12.1857
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/354\_SubZero\_\_144114.90\_T1HR1H.dat,2022-01-08 14:41:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,34.9375,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/355\_SubZero\_\_144133.70\_T1HR1H.dat,2022-01-08 14:41:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.3906,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/356\_SubZero\_\_144152.70\_T1HR1H.dat,2022-01-08 14:41:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.7656,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/357\_SubZero\_\_144211.70\_T1HR1H.dat,2022-01-08 14:42:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.7656,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/358\_SubZero\_\_144232.10\_T1HR1H.dat,2022-01-08 14:42:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1816
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/359\_SubZero\_\_144250.70\_T1HR1H.dat,2022-01-08 14:42:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/35\_SubZero\_\_125538.30\_T1HR1H.dat,2022-01-08 12:55:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,23.5937,12.3105
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/360\_SubZero\_\_144309.10\_T1HR1H.dat,2022-01-08 14:43:14,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.375,12.1736
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/361\_SubZero\_\_144327.70\_T1HR1H.dat,2022-01-08 14:43:33,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.7656,12.1736
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/362\_SubZero\_\_144346.70\_T1HR1H.dat,2022-01-08 14:43:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.7891,12.1776
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/363\_SubZero\_\_144404.70\_T1HR1H.dat,2022-01-08 14:44:10,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.9844,12.1696
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/364\_SubZero\_\_144700.30\_T1HR1H.dat,2022-01-08 14:47:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.8281,12.234
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/365\_SubZero\_\_144720.50\_T1HR1H.dat,2022-01-08 14:47:26,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.1897
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/366\_SubZero\_\_144740.30\_T1HR1H.dat,2022-01-08 14:47:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.0234,12.1736
